,precision,recall,f1-score,support
0,0.3319327731092437,0.5984848484848485,0.427027027027027,132.0
1,0.3687150837988827,0.45517241379310347,0.40740740740740744,145.0
2,0.48739495798319327,0.3717948717948718,0.42181818181818176,156.0
3,0.42245989304812837,0.5374149659863946,0.47305389221556887,147.0
4,0.20833333333333334,0.033112582781456956,0.05714285714285714,151.0
5,0.40625,0.5234899328859061,0.4574780058651027,149.0
6,0.4336283185840708,0.29518072289156627,0.35125448028673834,166.0
7,0.3466666666666667,0.174496644295302,0.23214285714285715,149.0
8,0.42073170731707316,0.43125,0.42592592592592593,160.0
9,0.5023923444976076,0.7241379310344828,0.5932203389830508,145.0
accuracy,,,,0.4093333333333333
macro avg,0.39285050783382,0.41445349139479326,0.3846470973814717,1500.0
weighted avg,0.39413547439947894,0.4093333333333333,0.3830930808040088,1500.0
