,precision,recall,f1-score,support
0,0.20353982300884957,0.1419753086419753,0.16727272727272727,162.0
1,0.28440366972477066,0.38271604938271603,0.3263157894736842,162.0
2,0.04040404040404041,0.027210884353741496,0.032520325203252036,147.0
3,0.41935483870967744,0.2746478873239437,0.33191489361702126,142.0
4,0.30472103004291845,0.5107913669064749,0.3817204301075269,139.0
5,0.14193548387096774,0.15492957746478872,0.14814814814814814,142.0
6,0.3140096618357488,0.43333333333333335,0.3641456582633053,150.0
7,0.11206896551724138,0.08496732026143791,0.09665427509293681,153.0
8,0.3181818181818182,0.12352941176470589,0.17796610169491525,170.0
9,0.19,0.2857142857142857,0.22822822822822822,133.0
accuracy,,,,0.23866666666666667
macro avg,0.23286193312960327,0.2419815425147403,0.22548865771017454,1500.0
weighted avg,0.23376973255671138,0.23866666666666667,0.22399230913640136,1500.0
