,precision,recall,f1-score,support
0,0.24675324675324675,0.2345679012345679,0.24050632911392406,162.0
1,0.20833333333333334,0.24691358024691357,0.22598870056497175,162.0
2,0.24060150375939848,0.21768707482993196,0.22857142857142856,147.0
3,0.056962025316455694,0.06338028169014084,0.06,142.0
4,0.39436619718309857,0.4028776978417266,0.398576512455516,139.0
5,0.36,0.19014084507042253,0.2488479262672811,142.0
6,0.26071428571428573,0.4866666666666667,0.3395348837209302,150.0
7,0.19047619047619047,0.05228758169934641,0.08205128205128205,153.0
8,0.281437125748503,0.27647058823529413,0.2789317507418398,170.0
9,0.2229299363057325,0.2631578947368421,0.2413793103448276,133.0
accuracy,,,,0.24333333333333335
macro avg,0.24625738445902448,0.24341501122518525,0.2344388123832001,1500.0
weighted avg,0.24590796595730194,0.24333333333333335,0.2342911067888082,1500.0
