,precision,recall,f1-score,support
0,0.14893617021276595,0.1728395061728395,0.16,162.0
1,0.2247191011235955,0.24691358024691357,0.23529411764705882,162.0
2,0.16853932584269662,0.10204081632653061,0.1271186440677966,147.0
3,0.07514450867052024,0.09154929577464789,0.08253968253968254,142.0
4,0.2781456953642384,0.302158273381295,0.2896551724137931,139.0
5,0.3116883116883117,0.16901408450704225,0.2191780821917808,142.0
6,0.2268370607028754,0.47333333333333333,0.30669546436285094,150.0
7,0.2857142857142857,0.013071895424836602,0.025,153.0
8,0.2046783625730994,0.20588235294117646,0.20527859237536658,170.0
9,0.2222222222222222,0.2556390977443609,0.23776223776223776,133.0
accuracy,,,,0.20266666666666666
macro avg,0.21466250441146112,0.2032442235852976,0.18885219933605674,1500.0
weighted avg,0.2139937793430998,0.20266666666666666,0.1881194248498615,1500.0
