,precision,recall,f1-score,support
0,0.44761904761904764,0.6811594202898551,0.5402298850574713,138.0
1,0.13178294573643412,0.12142857142857143,0.12639405204460966,140.0
2,0.15577889447236182,0.20394736842105263,0.17663817663817663,152.0
3,0.16923076923076924,0.06918238993710692,0.09821428571428571,159.0
4,0.226890756302521,0.19285714285714287,0.2084942084942085,140.0
5,0.1794871794871795,0.09722222222222222,0.12612612612612611,144.0
6,0.33653846153846156,0.49295774647887325,0.4,142.0
7,0.4,0.4642857142857143,0.4297520661157025,168.0
8,0.37662337662337664,0.17365269461077845,0.23770491803278687,167.0
9,0.35454545454545455,0.52,0.42162162162162165,150.0
accuracy,,,,0.29933333333333334
macro avg,0.2778496885555605,0.3016693270531317,0.2765175339844989,1500.0
weighted avg,0.2796562457246074,0.29933333333333334,0.27600108581017246,1500.0
