,precision,recall,f1-score,support
0,0.4274611398963731,0.734966592427617,0.5405405405405406,449.0
1,0.14933333333333335,0.10916179337231968,0.12612612612612611,513.0
2,0.1925925925925926,0.2589641434262948,0.22090059473237042,502.0
3,0.2543103448275862,0.11281070745697896,0.1562913907284768,523.0
4,0.23387096774193547,0.19078947368421054,0.21014492753623187,456.0
5,0.21611721611721613,0.12040816326530612,0.15465268676277852,490.0
6,0.32947976878612717,0.4840764331210191,0.39208942390369733,471.0
7,0.4,0.4483985765124555,0.4228187919463087,562.0
8,0.3201581027667984,0.16265060240963855,0.21571238348868177,498.0
9,0.40082644628099173,0.542910447761194,0.4611727416798732,536.0
accuracy,,,,0.3146
macro avg,0.2924149912342954,0.3165136933437034,0.29004496074450853,5000.0
weighted avg,0.2930066244620564,0.3146,0.28971108820651487,5000.0
