,precision,recall,f1-score,support
0,0.08181818181818182,0.0200445434298441,0.03220035778175313,449.0
1,0.06565656565656566,0.025341130604288498,0.03656821378340366,513.0
2,0.2490974729241877,0.2749003984063745,0.26136363636363635,502.0
3,0.13985148514851486,0.21606118546845124,0.16979714500375656,523.0
4,0.26366559485530544,0.5394736842105263,0.3542116630669546,456.0
5,0.06990881458966565,0.14081632653061224,0.09343263371699391,490.0
6,0.08921161825726141,0.09129511677282377,0.09024134312696747,471.0
7,0.19547325102880658,0.16903914590747332,0.18129770992366412,562.0
8,0.16058394160583941,0.08835341365461848,0.11398963730569948,498.0
9,0.20833333333333334,0.06529850746268656,0.09943181818181818,536.0
accuracy,,,,0.161
macro avg,0.15236002592176617,0.1630623452447699,0.14325341582546475,5000.0
weighted avg,0.15332127584509736,0.161,0.14299673899997112,5000.0
