,precision,recall,f1-score,support
0,0.17173913043478262,0.162217659137577,0.16684266103484688,487.0
1,0.1608832807570978,0.09883720930232558,0.12244897959183673,516.0
2,0.1417910447761194,0.07661290322580645,0.09947643979057591,496.0
3,0.25,0.015180265654648957,0.028622540250447227,527.0
4,0.13441955193482688,0.24354243542435425,0.1732283464566929,542.0
5,0.09574468085106383,0.07377049180327869,0.08333333333333333,488.0
6,0.18785310734463276,0.2633663366336634,0.21929101401483925,505.0
7,0.21610738255033557,0.35462555066079293,0.26855713094245204,454.0
8,0.1898238747553816,0.1898238747553816,0.1898238747553816,511.0
9,0.16472545757071547,0.2088607594936709,0.1841860465116279,474.0
accuracy,,,,0.1668
macro avg,0.1713087510974956,0.16868374860914997,0.15358103666820339,5000.0
weighted avg,0.17127366535615263,0.1668,0.15207759165190848,5000.0
