,precision,recall,f1-score,support
0,0.11235955056179775,0.07246376811594203,0.0881057268722467,138.0
1,0.1581196581196581,0.2642857142857143,0.19786096256684493,140.0
2,0.13131313131313133,0.17105263157894737,0.14857142857142858,152.0
3,0.0,0.0,0.0,159.0
4,0.19642857142857142,0.2357142857142857,0.21428571428571427,140.0
5,0.2909090909090909,0.3333333333333333,0.3106796116504854,144.0
6,0.18695652173913044,0.3028169014084507,0.23118279569892472,142.0
7,0.13445378151260504,0.09523809523809523,0.11149825783972125,168.0
8,0.07142857142857142,0.03592814371257485,0.04780876494023904,167.0
9,0.12745098039215685,0.17333333333333334,0.14689265536723164,150.0
accuracy,,,,0.16333333333333333
macro avg,0.14094198574047132,0.1684166206720677,0.14968859177928365,1500.0
weighted avg,0.1381167700221696,0.16333333333333333,0.14583831509645365,1500.0
