,precision,recall,f1-score,support
0,0.25688073394495414,0.4057971014492754,0.3146067415730337,138.0
1,0.2585034013605442,0.2714285714285714,0.26480836236933797,140.0
2,0.4857142857142857,0.1118421052631579,0.18181818181818182,152.0
3,0.08928571428571429,0.031446540880503145,0.046511627906976744,159.0
4,0.25874125874125875,0.2642857142857143,0.26148409893992935,140.0
5,0.3739130434782609,0.2986111111111111,0.33204633204633205,144.0
6,0.26991150442477874,0.4295774647887324,0.33152173913043476,142.0
7,0.25806451612903225,0.047619047619047616,0.08040201005025126,168.0
8,0.27960526315789475,0.5089820359281437,0.3609341825902335,167.0
9,0.2311111111111111,0.3466666666666667,0.2773333333333333,150.0
accuracy,,,,0.268
macro avg,0.27617308323478346,0.2716256359420924,0.24514666097580445,1500.0
weighted avg,0.2751835266077045,0.268,0.24160179489743586,1500.0
