,precision,recall,f1-score,support
0,0.24,0.43478260869565216,0.30927835051546393,138.0
1,0.22033898305084745,0.18571428571428572,0.20155038759689922,140.0
2,0.3333333333333333,0.046052631578947366,0.08092485549132948,152.0
3,0.29411764705882354,0.09433962264150944,0.14285714285714285,159.0
4,0.2484472049689441,0.2857142857142857,0.26578073089701,140.0
5,0.38613861386138615,0.2708333333333333,0.3183673469387755,144.0
6,0.30357142857142855,0.4788732394366197,0.37158469945355194,142.0
7,0.24324324324324326,0.05357142857142857,0.08780487804878048,168.0
8,0.2724458204334365,0.5269461077844312,0.35918367346938773,167.0
9,0.2383177570093458,0.34,0.2802197802197802,150.0
accuracy,,,,0.26866666666666666
macro avg,0.27799540315307886,0.2716827543470493,0.24175518454881212,1500.0
weighted avg,0.27800234836908233,0.26866666666666666,0.23899961200359135,1500.0
