,precision,recall,f1-score,support
0,0.29571984435797666,0.5507246376811594,0.3848101265822785,138.0
1,0.2676056338028169,0.2714285714285714,0.2695035460992908,140.0
2,0.74,0.24342105263157895,0.36633663366336633,152.0
3,0.24691358024691357,0.12578616352201258,0.16666666666666666,159.0
4,0.34615384615384615,0.32142857142857145,0.3333333333333333,140.0
5,0.391304347826087,0.375,0.3829787234042553,144.0
6,0.3165829145728643,0.44366197183098594,0.36950146627565983,142.0
7,0.0,0.0,0.0,168.0
8,0.35424354243542433,0.5748502994011976,0.4383561643835616,167.0
9,0.2037037037037037,0.29333333333333333,0.24043715846994534,150.0
accuracy,,,,0.31533333333333335
macro avg,0.31622274130996325,0.3199634601257411,0.29519238188783575,1500.0
weighted avg,0.31299450138211166,0.31533333333333335,0.29104888433977105,1500.0
