,precision,recall,f1-score,support
0,0.20155038759689922,0.1793103448275862,0.1897810218978102,145.0
1,0.1958041958041958,0.1686746987951807,0.18122977346278318,166.0
2,0.09302325581395349,0.027210884353741496,0.042105263157894736,147.0
3,0.11538461538461539,0.09448818897637795,0.1038961038961039,127.0
4,0.2375,0.6333333333333333,0.3454545454545454,150.0
5,0.16842105263157894,0.10884353741496598,0.1322314049586777,147.0
6,0.13333333333333333,0.049079754601226995,0.07174887892376682,163.0
7,0.13559322033898305,0.048484848484848485,0.07142857142857142,165.0
8,0.19047619047619047,0.027777777777777776,0.048484848484848485,144.0
9,0.16367713004484305,0.5,0.2466216216216216,146.0
accuracy,,,,0.18266666666666667
macro avg,0.16347633814245927,0.18372033685650388,0.14329820332866236,1500.0
weighted avg,0.1639140728698469,0.18266666666666667,0.14314148285666056,1500.0
