,precision,recall,f1-score,support
0,0.15384615384615385,0.05517241379310345,0.08121827411167513,145.0
1,0.21224489795918366,0.3132530120481928,0.25304136253041365,166.0
2,0.23809523809523808,0.06802721088435375,0.10582010582010583,147.0
3,0.10569105691056911,0.10236220472440945,0.104,127.0
4,0.23645320197044334,0.64,0.3453237410071942,150.0
5,0.16666666666666666,0.11564625850340136,0.13654618473895583,147.0
6,0.08695652173913043,0.012269938650306749,0.02150537634408602,163.0
7,0.10344827586206896,0.03636363636363636,0.05381165919282511,165.0
8,0.16666666666666666,0.013888888888888888,0.02564102564102564,144.0
9,0.15560640732265446,0.4657534246575342,0.23327615780445968,146.0
accuracy,,,,0.18266666666666667
macro avg,0.16256750870387754,0.18227369885138273,0.1360183887190741,1500.0
weighted avg,0.16259500261463516,0.18266666666666667,0.13636723242144247,1500.0
