,precision,recall,f1-score,support
0,0.5925925925925926,0.6956521739130435,0.64,138.0
1,0.4230769230769231,0.4714285714285714,0.44594594594594594,140.0
2,0.611764705882353,0.34210526315789475,0.4388185654008439,152.0
3,0.6502732240437158,0.7484276729559748,0.695906432748538,159.0
4,0.6384615384615384,0.5928571428571429,0.6148148148148148,140.0
5,0.601123595505618,0.7430555555555556,0.6645962732919255,144.0
6,0.5491329479768786,0.6690140845070423,0.6031746031746031,142.0
7,0.6086956521739131,0.4166666666666667,0.49469964664310956,168.0
8,0.6180555555555556,0.5329341317365269,0.572347266881029,167.0
9,0.7241379310344828,0.84,0.7777777777777778,150.0
accuracy,,,,0.602
macro avg,0.6017314666303571,0.6052141262778419,0.5948081326678587,1500.0
weighted avg,0.6036069024492828,0.602,0.593924606087416,1500.0
