,precision,recall,f1-score,support
0,0.588957055214724,0.6956521739130435,0.6378737541528239,138.0
1,0.4225352112676056,0.42857142857142855,0.425531914893617,140.0
2,0.6185567010309279,0.39473684210526316,0.4819277108433735,152.0
3,0.6467391304347826,0.7484276729559748,0.6938775510204082,159.0
4,0.648854961832061,0.6071428571428571,0.6273062730627307,140.0
5,0.6493506493506493,0.6944444444444444,0.6711409395973155,144.0
6,0.5384615384615384,0.7394366197183099,0.6231454005934718,142.0
7,0.6198347107438017,0.44642857142857145,0.5190311418685121,168.0
8,0.6466165413533834,0.5149700598802395,0.5733333333333334,167.0
9,0.7166666666666667,0.86,0.7818181818181819,150.0
accuracy,,,,0.61
macro avg,0.6096573166356141,0.6129810670160132,0.6034986201183768,1500.0
weighted avg,0.6118053759522817,0.61,0.602900690004671,1500.0
