,precision,recall,f1-score,support
0,0.25477707006369427,0.2898550724637681,0.2711864406779661,138.0
1,0.23,0.32857142857142857,0.27058823529411763,140.0
2,0.45038167938931295,0.3881578947368421,0.4169611307420495,152.0
3,0.45390070921985815,0.4025157232704403,0.4266666666666667,159.0
4,0.449438202247191,0.5714285714285714,0.5031446540880503,140.0
5,0.35526315789473684,0.1875,0.24545454545454545,144.0
6,0.21495327102803738,0.1619718309859155,0.18473895582329317,142.0
7,0.375,0.39285714285714285,0.38372093023255816,168.0
8,0.30952380952380953,0.15568862275449102,0.20717131474103587,167.0
9,0.232,0.38666666666666666,0.29,150.0
accuracy,,,,0.326
macro avg,0.33252378993666404,0.3265212953735267,0.3199632873720283,1500.0
weighted avg,0.33472036495321944,0.326,0.3207370248753595,1500.0
