,precision,recall,f1-score,support
0,0.34108527131782945,0.6666666666666666,0.45128205128205123,132.0
1,0.32903225806451614,0.35172413793103446,0.33999999999999997,145.0
2,0.4496124031007752,0.3717948717948718,0.40701754385964917,156.0
3,0.49079754601226994,0.54421768707483,0.5161290322580646,147.0
4,0.28125,0.059602649006622516,0.09836065573770492,151.0
5,0.4,0.5503355704697986,0.4632768361581921,149.0
6,0.4152542372881356,0.29518072289156627,0.34507042253521125,166.0
7,0.3793103448275862,0.2214765100671141,0.2796610169491526,149.0
8,0.45774647887323944,0.40625,0.4304635761589404,160.0
9,0.5118483412322274,0.7448275862068966,0.6067415730337078,145.0
accuracy,,,,0.41533333333333333
macro avg,0.40559368807165797,0.42120764021094004,0.3938002707972674,1500.0
weighted avg,0.40666356549891003,0.41533333333333333,0.3919456832658817,1500.0
