,precision,recall,f1-score,support
0,0.4745762711864407,0.37333333333333335,0.417910447761194,150.0
1,0.42162162162162165,0.5032258064516129,0.4588235294117647,155.0
2,0.5588235294117647,0.6089743589743589,0.5828220858895705,156.0
3,0.8129496402877698,0.7197452229299363,0.7635135135135135,157.0
4,0.6831683168316832,0.46621621621621623,0.5542168674698795,148.0
5,0.46543778801843316,0.6870748299319728,0.554945054945055,147.0
6,0.436241610738255,0.4482758620689655,0.4421768707482993,145.0
7,0.4818181818181818,0.3509933774834437,0.4061302681992337,151.0
8,0.5666666666666667,0.4503311258278146,0.5018450184501845,151.0
9,0.6230366492146597,0.85,0.7190332326283988,140.0
accuracy,,,,0.5446666666666666
macro avg,0.5524340275795476,0.5458170133217654,0.5401416889017094,1500.0
weighted avg,0.5531179989605619,0.5446666666666666,0.5400544452109359,1500.0
