,precision,recall,f1-score,support
0,0.4673913043478261,0.9347826086956522,0.6231884057971014,138.0
1,0.31654676258992803,0.3142857142857143,0.3154121863799283,140.0
2,0.5251798561151079,0.48026315789473684,0.5017182130584192,152.0
3,0.3691275167785235,0.6918238993710691,0.4814004376367615,159.0
4,0.32710280373831774,0.25,0.2834008097165992,140.0
5,0.5131578947368421,0.2708333333333333,0.35454545454545455,144.0
6,0.31125827814569534,0.33098591549295775,0.32081911262798635,142.0
7,0.6052631578947368,0.13690476190476192,0.22330097087378642,168.0
8,0.4280442804428044,0.6946107784431138,0.5296803652968036,167.0
9,0.0,0.0,0.0,150.0
accuracy,,,,0.4106666666666667
macro avg,0.38630718547897824,0.41044901694213387,0.3633465955932841,1500.0
weighted avg,0.3895937135215294,0.4106666666666667,0.3634798006544803,1500.0
