,precision,recall,f1-score,support
0,0.30303030303030304,0.3333333333333333,0.31746031746031744,150.0
1,0.328125,0.2709677419354839,0.2968197879858657,155.0
2,0.4700854700854701,0.3525641025641026,0.40293040293040294,156.0
3,0.49765258215962443,0.6751592356687898,0.572972972972973,157.0
4,0.5822784810126582,0.3108108108108108,0.4052863436123348,148.0
5,0.4482758620689655,0.35374149659863946,0.39543726235741444,147.0
6,0.4266666666666667,0.4413793103448276,0.43389830508474575,145.0
7,0.4206896551724138,0.40397350993377484,0.41216216216216217,151.0
8,0.1865671641791045,0.16556291390728478,0.17543859649122806,151.0
9,0.2648221343873518,0.4785714285714286,0.34096692111959287,140.0
accuracy,,,,0.37866666666666665
macro avg,0.3928193318762558,0.3786063883668476,0.3753373072177037,1500.0
weighted avg,0.3936600142026176,0.37866666666666665,0.37595333902841005,1500.0
