,precision,recall,f1-score,support
0,0.3818525519848771,0.44988864142538976,0.4130879345603272,449.0
1,0.3894736842105263,0.2884990253411306,0.3314669652855543,513.0
2,0.32919254658385094,0.21115537848605578,0.25728155339805825,502.0
3,0.36257309941520466,0.23709369024856597,0.28670520231213875,523.0
4,0.25925925925925924,0.23026315789473684,0.24390243902439024,456.0
5,0.35909822866344604,0.45510204081632655,0.4014401440144014,490.0
6,0.4744744744744745,0.3354564755838641,0.39303482587064675,471.0
7,0.2882882882882883,0.4555160142348754,0.35310344827586204,562.0
8,0.2946859903381642,0.24497991967871485,0.2675438596491228,498.0
9,0.38642297650130547,0.5522388059701493,0.45468509984639016,536.0
accuracy,,,,0.348
macro avg,0.35253210997193973,0.34601931496798094,0.34022514722368924,5000.0
weighted avg,0.35193687471527335,0.348,0.3406115951450732,5000.0
