,precision,recall,f1-score,support
0,0.03571428571428571,0.006369426751592357,0.010810810810810811,157.0
1,0.0,0.0,0.0,149.0
2,0.21428571428571427,0.21019108280254778,0.21221864951768488,157.0
3,0.11475409836065574,0.1958041958041958,0.14470284237726097,143.0
4,0.28308823529411764,0.5202702702702703,0.36666666666666664,148.0
5,0.09748427672955975,0.17714285714285713,0.1257606490872211,175.0
6,0.1464968152866242,0.1393939393939394,0.14285714285714285,165.0
7,0.17123287671232876,0.17985611510791366,0.17543859649122806,139.0
8,0.11290322580645161,0.059322033898305086,0.07777777777777778,118.0
9,0.16363636363636364,0.06040268456375839,0.08823529411764706,149.0
accuracy,,,,0.156
macro avg,0.1339595891826101,0.154875260573538,0.13444684297034398,1500.0
weighted avg,0.13352959101937487,0.156,0.1348434280489793,1500.0
