,precision,recall,f1-score,support
0,0.38699186991869916,0.5300668151447662,0.4473684210526316,449.0
1,0.4,0.39766081871345027,0.39882697947214074,513.0
2,0.3247058823529412,0.2749003984063745,0.2977346278317152,502.0
3,0.5143953934740882,0.5124282982791587,0.5134099616858238,523.0
4,0.6735966735966736,0.7105263157894737,0.6915688367129136,456.0
5,0.5654362416107382,0.6877551020408164,0.6206261510128913,490.0
6,0.3888888888888889,0.31210191082802546,0.3462897526501767,471.0
7,0.539179104477612,0.5142348754448398,0.5264116575591985,562.0
8,0.3840155945419103,0.39558232931726905,0.3897131552917903,498.0
9,0.43058823529411766,0.3414179104477612,0.3808532778355879,536.0
accuracy,,,,0.465
macro avg,0.46077978841556694,0.46766747744119347,0.4612802821104869,5000.0
weighted avg,0.4606869436907137,0.465,0.46001307829882826,5000.0
