,precision,recall,f1-score,support
0,0.39477503628447025,0.5585215605749486,0.46258503401360546,487.0
1,0.32914572864321606,0.25387596899224807,0.28665207877461707,516.0
2,0.33695652173913043,0.3125,0.32426778242677823,496.0
3,0.38114754098360654,0.35294117647058826,0.3665024630541872,527.0
4,0.38095238095238093,0.4132841328413284,0.39646017699115044,542.0
5,0.3388773388773389,0.33401639344262296,0.3364293085655315,488.0
6,0.3706896551724138,0.3405940594059406,0.35500515995872034,505.0
7,0.2891089108910891,0.32158590308370044,0.3044838373305527,454.0
8,0.38330170777988615,0.3953033268101761,0.3892100192678227,511.0
9,0.4875,0.41139240506329117,0.4462242562929062,474.0
accuracy,,,,0.3692
macro avg,0.3692454821323532,0.36940149266848443,0.36678201166758717,5000.0
weighted avg,0.36946681069237663,0.3692,0.3668287612181339,5000.0
