,precision,recall,f1-score,support
0,0.2534562211981567,0.36666666666666664,0.2997275204359673,150.0
1,0.2743362831858407,0.2,0.23134328358208955,155.0
2,0.28125,0.057692307692307696,0.09574468085106383,156.0
3,0.33516483516483514,0.3885350318471338,0.35988200589970504,157.0
4,0.4052631578947368,0.5202702702702703,0.4556213017751479,148.0
5,0.3089887640449438,0.3741496598639456,0.3384615384615385,147.0
6,0.25742574257425743,0.1793103448275862,0.21138211382113822,145.0
7,0.29523809523809524,0.2052980132450331,0.2421875,151.0
8,0.20388349514563106,0.1390728476821192,0.16535433070866143,151.0
9,0.2974910394265233,0.5928571428571429,0.39618138424821003,140.0
accuracy,,,,0.29933333333333334
macro avg,0.291249763387302,0.30238522849522054,0.27958856597835224,1500.0
weighted avg,0.2911863801455727,0.29933333333333334,0.27806359847468604,1500.0
