,precision,recall,f1-score,support
0,0.2653061224489796,0.24074074074074073,0.2524271844660194,162.0
1,0.24293785310734464,0.2654320987654321,0.2536873156342183,162.0
2,0.26885245901639343,0.5578231292517006,0.36283185840707965,147.0
3,0.6060606060606061,0.14084507042253522,0.22857142857142856,142.0
4,0.7088607594936709,0.4028776978417266,0.5137614678899083,139.0
5,0.536,0.47183098591549294,0.50187265917603,142.0
6,0.34615384615384615,0.12,0.1782178217821782,150.0
7,0.23148148148148148,0.16339869281045752,0.19157088122605365,153.0
8,0.275,0.19411764705882353,0.22758620689655173,170.0
9,0.307909604519774,0.8195488721804511,0.44763860369609854,133.0
accuracy,,,,0.328
macro avg,0.3788562732282096,0.3376614934987361,0.3158165427745566,1500.0
weighted avg,0.37173520542442284,0.328,0.30982089617188224,1500.0
