,precision,recall,f1-score,support
0,0.7468354430379747,0.36419753086419754,0.4896265560165975,162.0
1,0.4,0.12345679012345678,0.18867924528301888,162.0
2,0.3202247191011236,0.3877551020408163,0.3507692307692308,147.0
3,0.32934131736526945,0.7746478873239436,0.46218487394957986,142.0
4,0.2636363636363636,0.20863309352517986,0.23293172690763053,139.0
5,0.44144144144144143,0.34507042253521125,0.38735177865612647,142.0
6,0.528169014084507,0.5,0.5136986301369864,150.0
7,0.5,0.058823529411764705,0.10526315789473684,153.0
8,0.16216216216216217,0.1411764705882353,0.1509433962264151,170.0
9,0.37272727272727274,0.924812030075188,0.531317494600432,133.0
accuracy,,,,0.37
macro avg,0.4064537733556115,0.38285728564879934,0.3412766090440755,1500.0
weighted avg,0.407881752485997,0.37,0.33596399550838435,1500.0
