,precision,recall,f1-score,support
0,0.2875,0.1419753086419753,0.19008264462809918,162.0
1,0.2612244897959184,0.3950617283950617,0.3144963144963145,162.0
2,0.26973684210526316,0.5578231292517006,0.36363636363636365,147.0
3,0.59375,0.13380281690140844,0.21839080459770116,142.0
4,0.7125,0.41007194244604317,0.5205479452054794,139.0
5,0.536,0.47183098591549294,0.50187265917603,142.0
6,0.35294117647058826,0.12,0.1791044776119403,150.0
7,0.21621621621621623,0.1568627450980392,0.18181818181818182,153.0
8,0.275,0.19411764705882353,0.22758620689655173,170.0
9,0.3039772727272727,0.8045112781954887,0.44123711340206184,133.0
accuracy,,,,0.3293333333333333
macro avg,0.3808845997315259,0.33860575819040334,0.3138772711468724,1500.0
weighted avg,0.37413861197387266,0.3293333333333333,0.3079253051913285,1500.0
