,precision,recall,f1-score,support
-9,0.0,0.0,0.0,0.0
-8,0.04664179104477612,0.08116883116883117,0.05924170616113745,308.0
-7,0.0066518847006651885,0.016853932584269662,0.009538950715421303,178.0
-6,0.0,0.0,0.0,103.0
-5,0.06349206349206349,0.009280742459396751,0.016194331983805668,431.0
-4,0.008438818565400843,0.04395604395604396,0.014159292035398228,91.0
-3,0.0659025787965616,0.05145413870246085,0.05778894472361809,447.0
-2,0.022988505747126436,0.032467532467532464,0.026917900403768506,308.0
-1,0.019311502938706968,0.12432432432432433,0.033430232558139525,185.0
0,0.0,0.0,0.0,5137.0
1,0.018292682926829267,0.0371900826446281,0.024523160762942777,242.0
2,0.03869047619047619,0.08253968253968254,0.05268490374873354,315.0
3,0.045454545454545456,0.002369668246445498,0.004504504504504505,422.0
4,0.0,0.0,0.0,106.0
5,0.0,0.0,0.0,399.0
6,0.0,0.0,0.0,95.0
7,0.01529051987767584,0.05714285714285714,0.024125452352231604,175.0
8,0.04212765957446808,0.32781456953642385,0.0746606334841629,302.0
9,0.0,0.0,0.0,0.0
accuracy,,,,0.025638251839030724
macro avg,0.02069910680575239,0.0456085476722577,0.02093526386494022,9244.0
weighted avg,0.014602856028675093,0.025638251839030724,0.012951137168383,9244.0
