,precision,recall,f1-score,support
0,0.38207547169811323,0.5,0.43315508021390375,162.0
1,0.41414141414141414,0.25308641975308643,0.31417624521072796,162.0
2,0.31843575418994413,0.3877551020408163,0.3496932515337423,147.0
3,0.4540229885057471,0.5563380281690141,0.5,142.0
4,0.3488372093023256,0.3237410071942446,0.3358208955223881,139.0
5,0.49107142857142855,0.3873239436619718,0.4330708661417323,142.0
6,0.4791666666666667,0.6133333333333333,0.5380116959064327,150.0
7,0.14285714285714285,0.0392156862745098,0.06153846153846154,153.0
8,0.4088050314465409,0.38235294117647056,0.3951367781155015,170.0
9,0.31683168316831684,0.48120300751879697,0.382089552238806,133.0
accuracy,,,,0.39
macro avg,0.375624479054764,0.39243494691222436,0.3742692826421696,1500.0
weighted avg,0.375904388502899,0.39,0.3731707012618229,1500.0
