,precision,recall,f1-score,support
0,0.35668789808917195,0.345679012345679,0.3510971786833856,162.0
1,0.40414507772020725,0.48148148148148145,0.4394366197183099,162.0
2,0.3146853146853147,0.30612244897959184,0.3103448275862069,147.0
3,0.417910447761194,0.39436619718309857,0.4057971014492754,142.0
4,0.3333333333333333,0.2733812949640288,0.30039525691699603,139.0
5,0.4430379746835443,0.24647887323943662,0.3167420814479638,142.0
6,0.4603174603174603,0.58,0.5132743362831859,150.0
7,0.21656050955414013,0.2222222222222222,0.21935483870967742,153.0
8,0.3372093023255814,0.17058823529411765,0.2265625,170.0
9,0.31451612903225806,0.5864661654135338,0.4094488188976378,133.0
accuracy,,,,0.35733333333333334
macro avg,0.3598403447502206,0.360678593112319,0.34924535596926387,1500.0
weighted avg,0.359626197484259,0.35733333333333334,0.34771161890504126,1500.0
