,precision,recall,f1-score,support
0,0.5087719298245614,0.35802469135802467,0.42028985507246375,162.0
1,0.34838709677419355,0.3333333333333333,0.34069400630914826,162.0
2,0.28776978417266186,0.272108843537415,0.27972027972027974,147.0
3,0.4696969696969697,0.43661971830985913,0.45255474452554745,142.0
4,0.34269662921348315,0.43884892086330934,0.38485804416403785,139.0
5,0.49473684210526314,0.33098591549295775,0.39662447257383965,142.0
6,0.4474885844748858,0.6533333333333333,0.5311653116531165,150.0
7,0.25757575757575757,0.1111111111111111,0.1552511415525114,153.0
8,0.408,0.3,0.34576271186440677,170.0
9,0.3104693140794224,0.6466165413533834,0.4195121951219512,133.0
accuracy,,,,0.38266666666666665
macro avg,0.38755929079171986,0.3880982408692727,0.37264327625573024,1500.0
weighted avg,0.3886207671145719,0.38266666666666665,0.3709866586688579,1500.0
