,precision,recall,f1-score,support
0,0.075,0.021739130434782608,0.033707865168539325,138.0
1,0.16025641025641027,0.35714285714285715,0.22123893805309736,140.0
2,0.14130434782608695,0.17105263157894737,0.15476190476190477,152.0
3,0.10091743119266056,0.06918238993710692,0.08208955223880597,159.0
4,0.11413043478260869,0.15,0.12962962962962962,140.0
5,0.11538461538461539,0.08333333333333333,0.0967741935483871,144.0
6,0.13114754098360656,0.056338028169014086,0.07881773399014778,142.0
7,0.08695652173913043,0.023809523809523808,0.037383177570093455,168.0
8,0.11526479750778816,0.2215568862275449,0.15163934426229508,167.0
9,0.1510791366906475,0.14,0.1453287197231834,150.0
accuracy,,,,0.12866666666666668
macro avg,0.11914412363635543,0.12941547806331105,0.11313710589460838,1500.0
weighted avg,0.11869760900619286,0.12866666666666668,0.11258692505216339,1500.0
