,precision,recall,f1-score,support
0,0.14444444444444443,0.18840579710144928,0.16352201257861634,138.0
1,0.10526315789473684,0.17142857142857143,0.13043478260869565,140.0
2,0.11371237458193979,0.2236842105263158,0.15077605321507762,152.0
3,0.056962025316455694,0.05660377358490566,0.056782334384858045,159.0
4,0.12396694214876033,0.10714285714285714,0.11494252873563218,140.0
5,0.12,0.08333333333333333,0.09836065573770492,144.0
6,0.09090909090909091,0.014084507042253521,0.024390243902439025,142.0
7,0.08664259927797834,0.14285714285714285,0.10786516853932585,168.0
8,0.16,0.023952095808383235,0.041666666666666664,167.0
9,0.08888888888888889,0.05333333333333334,0.06666666666666667,150.0
accuracy,,,,0.10533333333333333
macro avg,0.10907895234622951,0.10648256221585455,0.0955407113035683,1500.0
weighted avg,0.10877678081487922,0.10533333333333333,0.0943814955255034,1500.0
