,precision,recall,f1-score,support
0,0.17647058823529413,0.17197452229299362,0.17419354838709677,157.0
1,0.21495327102803738,0.15436241610738255,0.1796875,149.0
2,0.2198581560283688,0.19745222929936307,0.2080536912751678,157.0
3,0.35135135135135137,0.09090909090909091,0.14444444444444443,143.0
4,0.5112359550561798,0.6148648648648649,0.558282208588957,148.0
5,0.3788546255506608,0.49142857142857144,0.42786069651741293,175.0
6,0.2376237623762376,0.14545454545454545,0.18045112781954886,165.0
7,0.12,0.04316546762589928,0.06349206349206349,139.0
8,0.192,0.2033898305084746,0.19753086419753085,118.0
9,0.2545931758530184,0.6510067114093959,0.3660377358490566,149.0
accuracy,,,,0.2813333333333333
macro avg,0.2656940885479148,0.2764008249900582,0.25000338805712785,1500.0
weighted avg,0.26862378552645005,0.2813333333333333,0.25426086398445635,1500.0
