,precision,recall,f1-score,support
0,0.1915367483296214,0.1915367483296214,0.1915367483296214,449.0
1,0.25617283950617287,0.1617933723196881,0.1983273596176822,513.0
2,0.19393939393939394,0.19123505976095617,0.19257773319959878,502.0
3,0.3937007874015748,0.09560229445506692,0.15384615384615385,523.0
4,0.5600739371534196,0.6644736842105263,0.6078234704112337,456.0
5,0.3542600896860987,0.48367346938775513,0.4089732528041415,490.0
6,0.2275,0.1932059447983015,0.208955223880597,471.0
7,0.23557692307692307,0.08718861209964412,0.12727272727272726,562.0
8,0.23284823284823286,0.2248995983935743,0.22880490296220635,498.0
9,0.2725880551301684,0.664179104477612,0.38653637350705755,536.0
accuracy,,,,0.2926
macro avg,0.2918197007071605,0.2957787888232746,0.27046539458310204,5000.0
weighted avg,0.29025465236016695,0.2926,0.2667030826886311,5000.0
