,precision,recall,f1-score,support
0,0.3053435114503817,0.5749486652977412,0.39886039886039887,487.0
1,0.2576271186440678,0.14728682170542637,0.187422934648582,516.0
2,0.36962750716332377,0.2600806451612903,0.30532544378698223,496.0
3,0.33070866141732286,0.3187855787476281,0.32463768115942027,527.0
4,0.35671342685370744,0.3284132841328413,0.34197886647454373,542.0
5,0.32098765432098764,0.4262295081967213,0.36619718309859156,488.0
6,0.3756345177664975,0.14653465346534653,0.21082621082621084,505.0
7,0.30615384615384617,0.43832599118942733,0.3605072463768116,454.0
8,0.45787545787545786,0.4892367906066536,0.47303689687795647,511.0
9,0.45268542199488493,0.37341772151898733,0.4092485549132948,474.0
accuracy,,,,0.3478
macro avg,0.3533357123640478,0.35032596600220633,0.3378041417022792,5000.0
weighted avg,0.3532947541411651,0.3478,0.3366761386500404,5000.0
