,precision,recall,f1-score,support
0,0.11764705882352941,0.037037037037037035,0.056338028169014086,162.0
1,0.1694915254237288,0.24691358024691357,0.20100502512562815,162.0
2,0.09183673469387756,0.061224489795918366,0.07346938775510205,147.0
3,0.436046511627907,0.528169014084507,0.47770700636942676,142.0
4,0.25547445255474455,0.5035971223021583,0.3389830508474576,139.0
5,0.21818181818181817,0.08450704225352113,0.1218274111675127,142.0
6,0.45323741007194246,0.42,0.4359861591695502,150.0
7,0.1875,0.0392156862745098,0.06486486486486487,153.0
8,0.23204419889502761,0.24705882352941178,0.23931623931623933,170.0
9,0.20229007633587787,0.39849624060150374,0.2683544303797468,133.0
accuracy,,,,0.25066666666666665
macro avg,0.23637497866084534,0.25662190361254805,0.2277851603164543,1500.0
weighted avg,0.2343020185745094,0.25066666666666665,0.22429283607719863,1500.0
