,precision,recall,f1-score,support
0,0.4377224199288256,0.82,0.5707656612529002,150.0
1,0.45394736842105265,0.44516129032258067,0.4495114006514658,155.0
2,0.19736842105263158,0.09615384615384616,0.12931034482758622,156.0
3,0.31092436974789917,0.2356687898089172,0.26811594202898553,157.0
4,0.5238095238095238,0.3716216216216216,0.43478260869565216,148.0
5,0.825,0.4489795918367347,0.5814977973568282,147.0
6,0.38,0.3931034482758621,0.3864406779661017,145.0
7,0.4407894736842105,0.44370860927152317,0.44224422442244227,151.0
8,0.3524590163934426,0.2847682119205298,0.315018315018315,151.0
9,0.30038022813688214,0.5642857142857143,0.3920595533498759,140.0
accuracy,,,,0.4073333333333333
macro avg,0.42224008211744685,0.4103451123497329,0.39697465255701536,1500.0
weighted avg,0.4209049121959442,0.4073333333333333,0.39510174300573225,1500.0
