,precision,recall,f1-score,support
0,0.19444444444444445,0.18666666666666668,0.19047619047619047,150.0
1,0.3333333333333333,0.07096774193548387,0.11702127659574468,155.0
2,0.24691358024691357,0.38461538461538464,0.3007518796992481,156.0
3,0.23529411764705882,0.4840764331210191,0.31666666666666665,157.0
4,0.16,0.02702702702702703,0.046242774566473986,148.0
5,0.24528301886792453,0.2653061224489796,0.2549019607843137,147.0
6,0.25336927223719674,0.6482758620689655,0.3643410852713178,145.0
7,0.3795620437956204,0.3443708609271523,0.3611111111111111,151.0
8,0.35714285714285715,0.13245033112582782,0.1932367149758454,151.0
9,0.2222222222222222,0.014285714285714285,0.026845637583892617,140.0
accuracy,,,,0.25733333333333336
macro avg,0.26275648899375714,0.255804214422222,0.21715952977308045,1500.0
weighted avg,0.2634144851488265,0.25733333333333336,0.21863504905324477,1500.0
