,precision,recall,f1-score,support
0,0.17333333333333334,0.16560509554140126,0.16938110749185667,157.0
1,0.2275449101796407,0.2550335570469799,0.24050632911392406,149.0
2,0.24056603773584906,0.3248407643312102,0.2764227642276423,157.0
3,0.22935779816513763,0.34965034965034963,0.2770083102493075,143.0
4,0.18181818181818182,0.14864864864864866,0.16356877323420074,148.0
5,0.4,0.49142857142857144,0.441025641025641,175.0
6,0.02531645569620253,0.012121212121212121,0.01639344262295082,165.0
7,0.04790419161676647,0.05755395683453238,0.05228758169934641,139.0
8,0.021739130434782608,0.00847457627118644,0.012195121951219513,118.0
9,0.192,0.1610738255033557,0.17518248175182483,149.0
accuracy,,,,0.20533333333333334
macro avg,0.17395800389798943,0.19744305573774476,0.18239715533679138,1500.0
weighted avg,0.18040184275816132,0.20533333333333334,0.18956040729466517,1500.0
