,precision,recall,f1-score,support
0,0.1803921568627451,0.3129251700680272,0.22885572139303484,147.0
1,0.24390243902439024,0.2484472049689441,0.24615384615384617,161.0
2,0.1286549707602339,0.14666666666666667,0.13707165109034267,150.0
3,0.21839080459770116,0.1357142857142857,0.16740088105726872,140.0
4,0.19047619047619047,0.02666666666666667,0.04678362573099415,150.0
5,0.19047619047619047,0.023809523809523808,0.042328042328042326,168.0
6,0.1678832116788321,0.37398373983739835,0.23173803526448364,123.0
7,0.12716763005780346,0.1456953642384106,0.13580246913580246,151.0
8,0.25925925925925924,0.16374269005847952,0.2007168458781362,171.0
9,0.18141592920353983,0.2949640287769784,0.22465753424657534,139.0
accuracy,,,,0.18133333333333335
macro avg,0.18880187823968858,0.1872615340805381,0.16615086522785266,1500.0
weighted avg,0.19042161415916148,0.18133333333333335,0.16397201022689833,1500.0
