,precision,recall,f1-score,support
0,0.25862068965517243,0.09259259259259259,0.13636363636363635,162.0
1,0.2483221476510067,0.22839506172839505,0.2379421221864952,162.0
2,0.0,0.0,0.0,147.0
3,0.2814070351758794,0.7887323943661971,0.4148148148148148,142.0
4,0.34831460674157305,0.22302158273381295,0.2719298245614035,139.0
5,0.038461538461538464,0.007042253521126761,0.011904761904761904,142.0
6,0.12871287128712872,0.08666666666666667,0.10358565737051793,150.0
7,0.2682926829268293,0.5751633986928104,0.3659043659043659,153.0
8,0.2289156626506024,0.11176470588235295,0.15019762845849802,170.0
9,0.16600790513833993,0.3157894736842105,0.21761658031088082,133.0
accuracy,,,,0.23866666666666667
macro avg,0.19670551396880703,0.24291681298681653,0.19102593918753744,1500.0
weighted avg,0.1982081551013792,0.23866666666666667,0.19001851800104919,1500.0
