,precision,recall,f1-score,support
0,0.22807017543859648,0.610738255033557,0.33211678832116787,149.0
1,0.352112676056338,0.31446540880503143,0.33222591362126247,159.0
2,0.22535211267605634,0.12403100775193798,0.16,129.0
3,0.28205128205128205,0.21710526315789475,0.24535315985130113,152.0
4,0.17391304347826086,0.024844720496894408,0.043478260869565216,161.0
5,0.21052631578947367,0.31654676258992803,0.2528735632183908,139.0
6,0.19855595667870035,0.3873239436619718,0.2625298329355608,142.0
7,0.4344262295081967,0.33974358974358976,0.381294964028777,156.0
8,0.7083333333333334,0.125,0.2125,136.0
9,0.2413793103448276,0.15819209039548024,0.19112627986348124,177.0
accuracy,,,,0.26066666666666666
macro avg,0.30547204353550655,0.26179910416362856,0.24134987627095067,1500.0
weighted avg,0.3027977705673824,0.26066666666666666,0.2412553530077092,1500.0
