,precision,recall,f1-score,support
0,0.27531645569620256,0.58,0.37339055793991416,150.0
1,0.22580645161290322,0.13548387096774195,0.1693548387096774,155.0
2,0.2777777777777778,0.03205128205128205,0.05747126436781609,156.0
3,0.32,0.5095541401273885,0.3931203931203931,157.0
4,0.2849162011173184,0.34459459459459457,0.3119266055045872,148.0
5,0.25,0.02040816326530612,0.03773584905660377,147.0
6,0.2824858757062147,0.3448275862068966,0.3105590062111801,145.0
7,0.2786885245901639,0.33774834437086093,0.30538922155688625,151.0
8,0.22702702702702704,0.2781456953642384,0.25,151.0
9,0.20689655172413793,0.12857142857142856,0.15859030837004406,140.0
accuracy,,,,0.272
macro avg,0.2628914865251745,0.2711385105519738,0.23675380448371022,1500.0
weighted avg,0.26338494464406875,0.272,0.23716918773718995,1500.0
