,precision,recall,f1-score,support
0,0.22924901185770752,0.38666666666666666,0.2878411910669975,150.0
1,0.17346938775510204,0.10967741935483871,0.13438735177865613,155.0
2,0.1267605633802817,0.057692307692307696,0.07929515418502203,156.0
3,0.2847222222222222,0.2611464968152866,0.2724252491694352,157.0
4,0.32748538011695905,0.3783783783783784,0.3510971786833856,148.0
5,0.2483221476510067,0.25170068027210885,0.25,147.0
6,0.16267942583732056,0.23448275862068965,0.192090395480226,145.0
7,0.4387755102040816,0.2847682119205298,0.3453815261044177,151.0
8,0.1963470319634703,0.2847682119205298,0.23243243243243245,151.0
9,0.25,0.15714285714285714,0.19298245614035087,140.0
accuracy,,,,0.24
macro avg,0.2437810680988152,0.24064239887841934,0.23379329350409236,1500.0
weighted avg,0.24347623748841965,0.24,0.2333199784977956,1500.0
