,precision,recall,f1-score,support
0,0.43209876543209874,0.5,0.46357615894039733,140.0
1,0.4358974358974359,0.46258503401360546,0.44884488448844884,147.0
2,0.44761904761904764,0.3197278911564626,0.373015873015873,147.0
3,0.25949367088607594,0.24404761904761904,0.25153374233128833,168.0
4,0.2426470588235294,0.19298245614035087,0.21498371335504887,171.0
5,0.20175438596491227,0.17829457364341086,0.18930041152263374,129.0
6,0.2426470588235294,0.2037037037037037,0.2214765100671141,162.0
7,0.18110236220472442,0.1619718309859155,0.17100371747211895,142.0
8,0.20454545454545456,0.18120805369127516,0.19217081850533807,149.0
9,0.30656934306569344,0.5793103448275863,0.4009546539379475,145.0
accuracy,,,,0.29933333333333334
macro avg,0.2954374583262501,0.302383150720993,0.2926860483636209,1500.0
weighted avg,0.29429322415257053,0.29933333333333334,0.2907249531178611,1500.0
