,precision,recall,f1-score,support
0,0.42028985507246375,0.47638603696098564,0.4465832531280077,487.0
1,0.439622641509434,0.45155038759689925,0.44550669216061184,516.0
2,0.44054054054054054,0.3286290322580645,0.37644341801385683,496.0
3,0.27788649706457924,0.269449715370019,0.27360308285163776,527.0
4,0.270042194092827,0.23616236162361623,0.25196850393700787,542.0
5,0.21445783132530122,0.18237704918032788,0.19712070874861573,488.0
6,0.22518159806295399,0.18415841584158416,0.20261437908496732,505.0
7,0.20047732696897375,0.18502202643171806,0.19243986254295534,454.0
8,0.2242562929061785,0.1917808219178082,0.20675105485232068,511.0
9,0.31968145620022753,0.5928270042194093,0.4153732446415373,474.0
accuracy,,,,0.3086
macro avg,0.30324362337434796,0.30983428514004324,0.30084041999615185,5000.0
weighted avg,0.3036712829530059,0.3086,0.3006517516902238,5000.0
