,precision,recall,f1-score,support
0,0.6292134831460674,0.7466666666666667,0.6829268292682927,150.0
1,0.4823529411764706,0.5290322580645161,0.5046153846153846,155.0
2,0.5689655172413793,0.4230769230769231,0.4852941176470588,156.0
3,0.6423841059602649,0.6178343949044586,0.6298701298701299,157.0
4,0.672514619883041,0.777027027027027,0.7210031347962382,148.0
5,0.656934306569343,0.6122448979591837,0.6338028169014085,147.0
6,0.6516129032258065,0.696551724137931,0.6733333333333333,145.0
7,0.6138613861386139,0.4105960264900662,0.49206349206349204,151.0
8,0.546875,0.46357615894039733,0.5017921146953405,151.0
9,0.5647668393782384,0.7785714285714286,0.6546546546546547,140.0
accuracy,,,,0.6026666666666667
macro avg,0.6029481102719225,0.6055177505838598,0.5979356007845333,1500.0
weighted avg,0.6024557221837928,0.6026666666666667,0.5963230409253995,1500.0
