,precision,recall,f1-score,support
0,0.24289405684754523,0.6308724832214765,0.3507462686567164,149.0
1,0.3433734939759036,0.3584905660377358,0.3507692307692307,159.0
2,0.1095890410958904,0.06201550387596899,0.07920792079207921,129.0
3,0.2627118644067797,0.20394736842105263,0.22962962962962966,152.0
4,0.17475728155339806,0.11180124223602485,0.13636363636363638,161.0
5,0.20945945945945946,0.4460431654676259,0.2850574712643678,139.0
6,0.16981132075471697,0.19014084507042253,0.1794019933554817,142.0
7,0.5196078431372549,0.33974358974358976,0.4108527131782946,156.0
8,0.39344262295081966,0.17647058823529413,0.24365482233502536,136.0
9,0.17142857142857143,0.03389830508474576,0.05660377358490567,177.0
accuracy,,,,0.25333333333333335
macro avg,0.2597075555610339,0.2553423657393937,0.23222874599293677,1500.0
weighted avg,0.260753774559577,0.25333333333333335,0.23163772749514472,1500.0
