,precision,recall,f1-score,support
0,0.4088669950738916,0.5286624203821656,0.46111111111111114,157.0
1,0.3228346456692913,0.2751677852348993,0.2971014492753623,149.0
2,0.3902439024390244,0.3057324840764331,0.34285714285714286,157.0
3,0.4329896907216495,0.2937062937062937,0.35,143.0
4,0.48344370860927155,0.49324324324324326,0.4882943143812709,148.0
5,0.528169014084507,0.42857142857142855,0.47318611987381703,175.0
6,0.38823529411764707,0.4,0.3940298507462687,165.0
7,0.33986928104575165,0.37410071942446044,0.3561643835616438,139.0
8,0.2903225806451613,0.3050847457627119,0.2975206611570248,118.0
9,0.37142857142857144,0.5234899328859061,0.43454038997214484,149.0
accuracy,,,,0.396
macro avg,0.3956403683834767,0.39277590532875417,0.38948054229357865,1500.0
weighted avg,0.4002407469867777,0.396,0.39332799475464814,1500.0
