,precision,recall,f1-score,support
0,0.43451143451143454,0.42915811088295686,0.4318181818181818,487.0
1,0.3211538461538462,0.3236434108527132,0.3223938223938224,516.0
2,0.3712574850299401,0.375,0.3731193580742227,496.0
3,0.40145985401459855,0.31309297912713474,0.35181236673773986,527.0
4,0.25267993874425726,0.3044280442804428,0.27615062761506276,542.0
5,0.23977695167286245,0.26434426229508196,0.25146198830409355,488.0
6,0.375,0.2495049504950495,0.29964328180737215,505.0
7,0.3762993762993763,0.3986784140969163,0.3871657754010695,454.0
8,0.4939759036144578,0.40117416829745595,0.4427645788336933,511.0
9,0.4066265060240964,0.569620253164557,0.47451669595782076,474.0
accuracy,,,,0.3606
macro avg,0.367274129606487,0.36286445934923084,0.36108466769430786,5000.0
weighted avg,0.3664753511042135,0.3606,0.35955536184977294,5000.0
