,precision,recall,f1-score,support
0,0.4036697247706422,0.2716049382716049,0.3247232472324723,162.0
1,0.29473684210526313,0.1728395061728395,0.2178988326848249,162.0
2,0.19811320754716982,0.14285714285714285,0.16600790513833993,147.0
3,0.3240418118466899,0.6549295774647887,0.43356643356643354,142.0
4,0.43356643356643354,0.4460431654676259,0.4397163120567376,139.0
5,0.5056818181818182,0.6267605633802817,0.559748427672956,142.0
6,0.4125,0.44,0.4258064516129032,150.0
7,0.41397849462365593,0.5032679738562091,0.45427728613569324,153.0
8,0.3475177304964539,0.28823529411764703,0.31511254019292606,170.0
9,0.30927835051546393,0.22556390977443608,0.2608695652173913,133.0
accuracy,,,,0.37266666666666665
macro avg,0.36430844136535906,0.3772102071362576,0.35977270015106777,1500.0
weighted avg,0.36385115970232423,0.37266666666666665,0.35741292880081665,1500.0
