,precision,recall,f1-score,support
0,0.4411764705882353,0.6040268456375839,0.509915014164306,149.0
1,0.37681159420289856,0.3270440251572327,0.35016835016835013,159.0
2,0.21818181818181817,0.27906976744186046,0.24489795918367344,129.0
3,0.34591194968553457,0.3618421052631579,0.35369774919614144,152.0
4,0.47953216374269003,0.5093167701863354,0.4939759036144578,161.0
5,0.35714285714285715,0.28776978417266186,0.3187250996015936,139.0
6,0.43243243243243246,0.22535211267605634,0.2962962962962963,142.0
7,0.582089552238806,0.5,0.5379310344827586,156.0
8,0.43137254901960786,0.3235294117647059,0.3697478991596639,136.0
9,0.5726141078838174,0.7796610169491526,0.6602870813397129,177.0
accuracy,,,,0.43133333333333335
macro avg,0.4237265495118697,0.4197611839248747,0.41356423872069537,1500.0
weighted avg,0.43030045554383695,0.43133333333333335,0.42265916790835584,1500.0
