,precision,recall,f1-score,support
0,0.24369747899159663,0.36942675159235666,0.2936708860759494,157.0
1,0.16049382716049382,0.087248322147651,0.11304347826086956,149.0
2,0.3014705882352941,0.2611464968152866,0.27986348122866894,157.0
3,0.26582278481012656,0.14685314685314685,0.1891891891891892,143.0
4,0.22549019607843138,0.1554054054054054,0.184,148.0
5,0.1919191919191919,0.32571428571428573,0.24152542372881355,175.0
6,0.46153846153846156,0.36363636363636365,0.4067796610169492,165.0
7,0.2222222222222222,0.18705035971223022,0.203125,139.0
8,0.12,0.025423728813559324,0.04195804195804196,118.0
9,0.19661016949152543,0.38926174496644295,0.26126126126126126,149.0
accuracy,,,,0.24
macro avg,0.23892649204473435,0.23111666056567284,0.22144164227197427,1500.0
weighted avg,0.24331578862121486,0.24,0.2284489153873764,1500.0
