,precision,recall,f1-score,support
0,0.14838709677419354,0.3484848484848485,0.2081447963800905,132.0
1,0.23137254901960785,0.4068965517241379,0.29500000000000004,145.0
2,0.1917808219178082,0.08974358974358974,0.12227074235807858,156.0
3,0.2,0.11564625850340136,0.14655172413793102,147.0
4,0.3076923076923077,0.026490066225165563,0.048780487804878044,151.0
5,0.0,0.0,0.0,149.0
6,0.21978021978021978,0.12048192771084337,0.1556420233463035,166.0
7,0.125,0.09395973154362416,0.10727969348659004,149.0
8,0.12213740458015267,0.1,0.10996563573883161,160.0
9,0.20623501199040767,0.593103448275862,0.30604982206405695,145.0
accuracy,,,,0.184
macro avg,0.17523854117546975,0.1894806422211473,0.14996849253167605,1500.0
weighted avg,0.17564669401180216,0.184,0.14801752143955618,1500.0
