,precision,recall,f1-score,support
0,0.19555555555555557,0.3188405797101449,0.24242424242424243,138.0
1,0.25,0.20714285714285716,0.2265625,140.0
2,0.3181818181818182,0.13815789473684212,0.1926605504587156,152.0
3,0.37948717948717947,0.46540880503144655,0.4180790960451977,159.0
4,0.2924901185770751,0.5285714285714286,0.37659033078880405,140.0
5,0.3181818181818182,0.04861111111111111,0.08433734939759036,144.0
6,0.14666666666666667,0.15492957746478872,0.1506849315068493,142.0
7,0.43529411764705883,0.44047619047619047,0.4378698224852071,168.0
8,0.21505376344086022,0.11976047904191617,0.15384615384615385,167.0
9,0.2904761904761905,0.4066666666666667,0.3388888888888889,150.0
accuracy,,,,0.284
macro avg,0.2841387228214223,0.28285655899533924,0.26219438658416494,1500.0
weighted avg,0.28726469899010776,0.284,0.2648563543308471,1500.0
