,precision,recall,f1-score,support
0,0.23265306122448978,0.41304347826086957,0.29765013054830286,138.0
1,0.2809917355371901,0.24285714285714285,0.26053639846743293,140.0
2,0.25,0.19078947368421054,0.21641791044776118,152.0
3,0.35294117647058826,0.41509433962264153,0.3815028901734104,159.0
4,0.31313131313131315,0.44285714285714284,0.3668639053254438,140.0
5,0.30434782608695654,0.04861111111111111,0.08383233532934131,144.0
6,0.1839080459770115,0.11267605633802817,0.13973799126637554,142.0
7,0.4827586206896552,0.4166666666666667,0.4472843450479233,168.0
8,0.2300469483568075,0.2934131736526946,0.2578947368421053,167.0
9,0.2606060606060606,0.2866666666666667,0.273015873015873,150.0
accuracy,,,,0.2886666666666667
macro avg,0.2891384788080073,0.28626752517171744,0.272473651646397,1500.0
weighted avg,0.29196948236600595,0.2886666666666667,0.27569697699507645,1500.0
